"volume","page","mission_number","type","church","city","state","start_date","end_date","confessions_total","converts","under_instruction","diocese","confessions_adults","confessions_children","confessions_men","confessions_women","order","notes","converts_adult","converts_children","temperance_pledges","confirmed","location","year","converts_total","geo.lon","geo.lat"
3,356,NA,"mission","St. Agne's Church","New York","NY","1/6/1889","1/20/1889",5804,6,0,"",NA,370,2184,3250,"Paulist","",NA,NA,1400,NA,"New York NY",1889,6,-74.0059731,40.7143528
3,359,NA,"mission","Church of the Holy Name","Newburgh","OH","1/6/1889","1/20/1889",2685,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,450,NA,"Newburgh OH",1889,1,-82.9409387,40.0092839
3,360,NA,"mission","Church of the Holy Cross","Marine City","MI","1/27/1889","2/3/1889",1250,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,160,"Marine City MI",1889,3,-82.492132,42.7194778
3,362,NA,"mission","Sing Sing Prison","Ossining","NY","1/27/1889","2/3/1889",580,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Ossining NY",1889,0,-73.8615246,41.1628731
3,364,NA,"mission","St. Joseph's Church","Jersey City Heights","NJ","1/21/1889","2/10/1889",3273,4,0,"",NA,NA,1525,1748,"Paulist","",NA,NA,700,NA,"Jersey City Heights NJ",1889,4,-74.0505752,40.7473758
3,368,NA,"mission","Church of the Epiphany","New York","NY","2/17/1889","3/3/1889",4957,0,0,"",NA,NA,2157,2800,"Paulist","",NA,NA,NA,NA,"New York NY",1889,0,-74.0059731,40.7143528
3,370,NA,"mission","St. Teresa's Church","New York","NY","3/10/1889","4/7/1889",7131,0,0,"New York",NA,723,2548,3860,"Paulist","",NA,NA,2400,NA,"New York NY",1889,0,-74.0059731,40.7143528
3,373,NA,"mission","","Gloucester","MA","3/24/1889","4/7/1889",2900,0,4,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Gloucester MA",1889,4,-70.6619888,42.6159285
3,375,NA,"retreat","St. Matthew's Church","Washington","DC","4/7/1889","4/14/1889",1000,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Washington DC",1889,0,-77.0364641,38.9072309
3,376,NA,"mission","St. Patrick's Church","Wyandotte","MI","4/14/1889","4/21/1889",895,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Wyandotte MI",1889,0,-83.1499239,42.2142064
3,376,NA,"mission","St. Joseph's Church","Trenton","MI","4/14/1889","4/21/1889",475,5,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Trenton MI",1889,5,-83.1782587,42.1394858
3,376,NA,"mission","St. Ann's Church","Palmyra","NY","4/28/1889","5/5/1889",455,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Palmyra NY",1889,0,-77.2333154,43.0639521
3,379,NA,"mission","","West Point","NY","5/19/1889","6/2/1889",366,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"West Point NY",1889,0,-73.9559721,41.3914827
3,379,NA,"mission","","Highland Falls","NY","5/19/1889","6/2/1889",433,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Highland Falls NY",1889,2,-73.9662504,41.3692605
3,382,NA,"mission","St. Paul's Cathedral","Pittsburgh","PA","4/24/1889","5/12/1889",6980,20,0,"",NA,575,2730,3645,"Paulist","",NA,NA,NA,508,"Pittsburgh PA",1889,20,-79.9958864,40.4406248
3,385,NA,"mission","","Short Hills","NJ","6/9/1889","6/16/1889",417,1,0,"Newark",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Short Hills NJ",1889,1,-74.3232194,40.7483499
3,387,NA,"mission","","Mt. Pleasant","IA","5/12/1889","5/19/1889",425,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Mt. Pleasant IA",1889,0,-91.5487714,40.9716959
3,389,NA,"mission","","Streator","IL","5/26/1889","6/2/1889",NA,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Streator IL",1889,2,-88.835352,41.1208668
3,390,NA,"mission","St. John's Church","Worcester","MA","5/19/1889","6/2/1889",6000,1,0,"",NA,650,2500,2850,"Paulist","",NA,NA,NA,NA,"Worcester MA",1889,1,-71.8022934,42.2625932
3,392,NA,"mission","","Mystic Bridge","CT","6/5/1889","6/16/1889",285,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Mystic Bridge CT",1889,0,-71.9109282,41.4400788
3,392,NA,"mission","","Stonington","CT","6/5/1889","6/16/1889",450,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Stonington CT",1889,0,-71.9058854,41.3358915
3,394,NA,"mission","","Pontiac","IL","6/2/1889","6/9/1889",365,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,117,NA,"Pontiac IL",1889,0,-88.6297839,40.8808666
3,395,NA,"mission","","Flanagan","IL","6/9/1889","6/15/1889",250,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,125,NA,"Flanagan IL",1889,0,-88.8611818,40.878089
4,52,NA,"mission","St. Rose's Church","Chelsea","MA","9/8/1889","9/23/1889",4006,2,0,"",NA,NA,2302,1704,"Paulist","",NA,NA,NA,180,"Chelsea MA",1889,2,-71.0328284,42.3917638
4,55,NA,"mission","St. Peter's Church","Belleville","NJ","9/15/1889","9/22/1889",1205,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Belleville NJ",1889,0,-74.1500469,40.7936744
4,56,NA,"mission","","Irvington","NJ","9/22/1889","9/26/1889",300,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Irvington NJ",1889,0,-74.2286435,40.7263249
4,58,NA,"mission","","Tarrytown","NY","9/29/1889","10/6/1889",1277,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,600,NA,"Tarrytown NY",1889,0,-73.8587461,41.0762077
4,60,NA,"mission","St. Mary's Church","Ticonderoga","NY","9/30/1889","10/6/1889",475,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Ticonderoga NY",1889,0,-73.4234531,43.8486707
4,61,NA,"mission","St. Augustine's Church","Sing Sing","NY","10/6/1889","10/13/1889",1493,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,500,NA,"Sing Sing NY",1889,0,-76.8910257,42.1719586
4,62,NA,"mission","St. Bernard's Church","Rockville","CT","10/20/1889","11/3/1889",2004,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Rockville CT",1889,1,-72.4495287,41.8667645
4,64,NA,"mission","St. John's Church","Concord","MA","9/29/1889","10/7/1889",1665,0,1,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,216,"Concord MA",1889,1,-71.3489484,42.4603719
4,66,NA,"mission","St. James's Church","Boston","MA","10/13/1889","11/10/1889",8200,0,0,"",NA,NA,3550,4650,"Paulist","",NA,NA,2200,150,"Boston MA",1889,0,-71.0597732,42.3584308
4,69,NA,"mission","Church of the Assumption","Evansville","IN","10/13/1889","10/21/1889",700,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Evansville IN",1889,0,-87.5710898,37.9715592
4,73,NA,"mission","Church of St. Lawrence","Muncie","IN","10/27/1889","11/3/1889",2125,3,3,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Muncie IN",1889,6,-85.3863599,40.1933767
4,77,NA,"mission","St. Paul's Church","Noblesville","IN","11/10/1889","11/17/1889",83,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Noblesville IN",1889,0,-86.0085955,40.0455917
4,81,NA,"mission","St. Mary's Church","Anderson","IN","11/17/1889","11/22/1889",525,6,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,120,NA,"Anderson IN",1889,6,-85.6802541,40.1053196
4,83,NA,"mission","","North Warren","MA","11/17/1889","11/25/1889",1450,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"North Warren MA",1889,0,-72.191185,42.2125423
4,85,NA,"mission","St. Mary's Church","Charlestown","MA","11/17/1889","12/1/1889",4466,0,0,"",NA,675,1680,2100,"Paulist","",NA,NA,1600,70,"Charlestown MA",1889,0,-71.0602131,42.3782065
4,87,NA,"mission","St. Patrick's Church","Washington","DC","12/1/1889","12/10/1889",1250,5,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Washington DC",1889,5,-77.0364641,38.9072309
4,90,NA,"mission","St. Agnes's Church","Pittsburgh","PA","1/1/1890","1/19/1890",2720,3,0,"",NA,450,1070,1200,"Paulist","",NA,NA,NA,NA,"Pittsburgh PA",1890,3,-79.9958864,40.4406248
4,93,NA,"mission","","Rye","NY","11/10/1889","11/17/1889",450,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Rye NY",1889,0,-73.6837399,40.9806535
4,94,NA,"mission","Church of the Transfiguration","Brooklyn","NY","12/8/1889","12/22/1889",2972,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Brooklyn NY",1889,0,-73.95,40.65
4,96,NA,"mission","Church of St. Rose of Lima","New York","NY","1/5/1890","1/19/1890",4192,5,0,"",NA,450,1840,1902,"Paulist","",NA,NA,1450,NA,"New York NY",1890,5,-74.0059731,40.7143528
4,98,NA,"mission","St. Mary's Church","Genesee","NY","1/26/1890","2/2/1890",535,0,3,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Genesee NY",1890,3,-78.1564432,42.9837843
4,99,NA,"mission","St. Patrick's Church","Augusta","GA","1/12/1890","1/26/1890",1235,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Augusta GA",1890,1,-82.0105148,33.4734978
4,102,NA,"mission","","Washington","GA","1/26/1890","1/26/1890",150,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Washington GA",1890,0,-82.7393089,33.7367948
4,103,NA,"mission","St. Joseph's Church","Springfield","IL","1/26/1890","2/2/1890",930,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Springfield IL",1890,3,-89.6501481,39.7817213
4,105,NA,"mission","Church of the Immaculate Conception","Springfield","IL","2/2/1890","2/11/1890",2900,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Springfield IL",1890,2,-89.6501481,39.7817213
4,108,NA,"mission","Cathedral of Our Lady of Perpetual Help","Savannah","GA","2/2/1890","2/16/1890",2343,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Savannah GA",1890,3,-81.0998342,32.0835407
4,110,NA,"mission","St. Gabriel's Church","New York","NY","2/9/1890","3/9/1890",9520,11,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,3260,234,"New York NY",1890,11,-74.0059731,40.7143528
4,112,NA,"mission","St. Michael's Church","Pensacola","FL","2/23/1890","3/4/1890",770,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Pensacola FL",1890,0,-87.2169149,30.421309
4,114,NA,"mission","Cathedral","Mobile","AL","3/9/1890","3/17/1890",1230,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Mobile AL",1890,0,-88.0430541,30.6943566
4,115,NA,"mission","St. John's Church","Canton","MA","3/16/1890","3/30/1890",1875,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Canton MA",1890,0,-71.1447732,42.1584324
4,117,NA,"mission","St. Cecilia's Church","New York","NY","3/16/1890","3/30/1890",6420,5,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"New York NY",1890,5,-74.0059731,40.7143528
4,118,NA,"mission","","Birmingham","AL","3/23/1890","3/30/1890",870,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Birmingham AL",1890,0,-86.80249,33.5206608
4,119,NA,"mission","St. Patrick's Church","Brooklyn","NY","4/13/1890","4/28/1890",5613,0,0,"",NA,230,2450,2933,"Paulist","",NA,NA,550,NA,"Brooklyn NY",1890,0,-73.95,40.65
4,121,NA,"mission","St. John's Church","Schenectady","NY","4/13/1890","4/27/1890",2337,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Schenectady NY",1890,0,-73.9395687,42.8142432
4,122,NA,"mission","St. Michael's Church","Springfield","MA","5/4/1890","5/18/1890",5151,5,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,193,"Springfield MA",1890,5,-72.589811,42.1014831
4,123,NA,"mission","St. John's Church","Pittsburgh","PA","5/4/1890","5/18/1890",1900,0,0,"",NA,250,850,800,"Paulist","",NA,NA,NA,NA,"Pittsburgh PA",1890,0,-79.9958864,40.4406248
4,126,NA,"mission","St. Vincent de Paul's Church","Mt. Vernon","OH","5/25/1890","6/1/1890",630,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Mt. Vernon OH",1890,1,-82.4857181,40.3933956
4,127,NA,"mission","St. Jarlath's Church","Chicago","IL","5/25/1890","6/1/1890",1413,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chicago IL",1890,1,-87.6297982,41.8781136
4,128,NA,"mission","Church of the Blessed Sacrament","Providence","RI","5/25/1890","6/1/1890",1300,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Providence RI",1890,0,-71.4128343,41.8239891
4,129,NA,"mission","","Livingston","NJ","6/1/1890","6/11/1890",30,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Livingston NJ",1890,0,-74.3300842,40.7862871
4,130,NA,"mission","Church of St. Vincent de Paul","Sterling","NJ","6/11/1890","6/15/1890",49,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Sterling NJ",1890,0,-74.4945385,40.6713311
4,130,NA,"mission","St. Patrick's Church","Chatham","NJ","6/15/1890","6/18/1890",152,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Chatham NJ",1890,0,-74.3837624,40.740934
4,133,NA,"mission","St. Anne's Church","Manchester","NH","9/14/1890","9/28/1890",3559,0,0,"",NA,271,1235,2053,"Paulist","",NA,NA,1600,NA,"Manchester NH",1890,0,-71.4547891,42.9956397
4,135,NA,"mission","","Ridgway","PA","9/14/1890","9/30/1890",505,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Ridgway PA",1890,0,-78.7286388,41.4203391
4,135,NA,"mission","","Emporium","PA","9/14/1890","9/30/1890",410,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Emporium PA",1890,0,-78.2352872,41.5114521
4,135,NA,"mission","","Cameron","PA","9/14/1890","9/30/1890",45,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Cameron PA",1890,0,-78.1564432,41.4261564
4,136,NA,"mission","","Torrington","CT","9/21/1890","9/28/1890",1136,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Torrington CT",1890,2,-73.1211715,41.8003049
4,137,NA,"mission","Ss. Peter and Paul's Cathedral","Philadelphia","PA","10/5/1890","10/19/1890",9800,25,0,"",NA,1400,3750,4650,"Paulist","",NA,NA,1346,175,"Philadelphia PA",1890,25,-75.163789,39.952335
4,139,NA,"mission","Church of the Annunciation","Danvers","MA","10/26/1890","11/9/1890",1418,0,0,"",NA,NA,796,622,"Paulist","",NA,NA,NA,NA,"Danvers MA",1890,0,-70.932122,42.5750009
4,140,NA,"mission","Church of the Sacred Heart","New Haven","CT","10/26/1890","11/9/1890",3540,2,0,"",NA,340,1400,1800,"Paulist","",NA,NA,NA,NA,"New Haven CT",1890,2,-72.9278835,41.308274
4,141,NA,"mission","St. Joseph's Church","Terre Haute","IN","11/2/1890","11/9/1890",1250,9,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Terre Haute IN",1890,9,-87.4139092,39.4667034
4,142,NA,"mission","","Rockville","IN","11/10/1890","11/13/1890",80,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Rockville IN",1890,0,-87.2291809,39.7625404
4,143,NA,"retreat","","South Bend","IN","10/1/1890","11/30/1890",600,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"South Bend IN",1890,0,-86.2519898,41.6763545
4,144,NA,"mission","St. James's Church","Chicago","IL","11/16/1890","11/30/1890",4780,4,0,"",NA,NA,1800,2980,"Paulist","",NA,NA,NA,NA,"Chicago IL",1890,4,-87.6297982,41.8781136
4,146,NA,"mission","St. Mary's Star of the Sea","East Boston","MA","11/16/1890","11/30/1890",1440,1,0,"",NA,270,530,640,"Paulist","",NA,NA,NA,NA,"East Boston MA",1890,1,-71.0388601,42.3702137
4,148,NA,"mission","","Portland","CT","11/16/1890","11/27/1890",1023,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Portland CT",1890,0,-72.6408139,41.5726229
4,148,NA,"mission","","East Hampton","CT","11/16/1890","11/27/1890",228,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"East Hampton CT",1890,0,-72.5026249,41.5757748
4,149,NA,"mission","Church of the Annunciation","Manhattanville","NY","12/7/1890","12/21/1890",1720,0,0,"",NA,220,750,750,"Paulist","",NA,NA,NA,NA,"Manhattanville NY",1890,0,-73.9558333,40.8169443
4,150,NA,"mission","St. James's Church","Boston","MA","12/14/1890","12/21/1890",2500,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Boston MA",1890,0,-71.0597732,42.3584308
4,151,NA,"mission","St. Mary's Cathedral","Ogdensburg","NY","12/7/1890","12/21/1890",2495,14,0,"",NA,180,1075,1240,"Paulist","",NA,NA,NA,NA,"Ogdensburg NY",1890,14,-75.4863364,44.6942291
4,153,NA,"mission","Church of Our Lady of Victory","Brooklyn","NY","1/4/1891","1/18/1891",2495,6,0,"",NA,250,760,1485,"Paulist","",NA,NA,1000,NA,"Brooklyn NY",1891,6,-73.95,40.65
4,154,NA,"mission","Church of St. Paul the Apostle","New York","NY","1/4/1891","2/1/1891",11650,7,0,"",NA,650,4550,6450,"Paulist","",NA,NA,NA,NA,"New York NY",1891,7,-74.0059731,40.7143528
4,156,NA,"mission","Church of the Sacred Heart","Brooklyn","NY","1/25/1891","2/1/1891",5088,8,0,"",NA,NA,2560,2528,"Paulist","",NA,NA,1900,NA,"Brooklyn NY",1891,8,-73.95,40.65
4,157,NA,"mission","St. Augustine's Church","Union Hill","NJ","2/1/1891","2/8/1891",801,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Union Hill NJ",1891,0,-74.5201566,40.8559326
4,158,NA,"mission","Church of St. Francis de Sales","Geneva","NY","2/15/1891","3/1/1891",2470,2,0,"",NA,325,1025,1120,"Paulist","",NA,NA,NA,NA,"Geneva NY",1891,2,-76.9777436,42.8689552
4,160,NA,"mission","St. Matthew's Church","Washington","DC","2/15/1891","2/23/1891",1300,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Washington DC",1891,0,-77.0364641,38.9072309
4,161,NA,"mission","St. Stephen's Church","Pittsburgh","PA","2/15/1891","3/1/1891",1582,0,0,"",NA,200,732,650,"Paulist","",NA,NA,585,NA,"Pittsburgh PA",1891,0,-79.9958864,40.4406248
4,162,NA,"mission","Church of St. Columbkille","Brighton","MA","2/15/1891","3/1/1891",3300,0,0,"",NA,480,1395,1425,"Paulist","",NA,NA,NA,NA,"Brighton MA",1891,0,-71.1626756,42.3463503
4,163,NA,"mission","St. Patrick's Church","Valley Falls","RI","3/8/1891","3/22/1891",2905,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Valley Falls RI",1891,1,-71.3906119,41.9067663
4,164,NA,"mission","St. Veronica's Church","New York","NY","3/8/1891","3/22/1891",3650,4,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,350,"New York NY",1891,4,-74.0059731,40.7143528
4,165,NA,"mission","Sacred Heart Church","Pittsburgh","PA","3/8/1891","3/22/1891",2453,2,0,"",NA,340,871,1242,"Paulist","",NA,NA,260,NA,"Pittsburgh PA",1891,2,-79.9958864,40.4406248
4,166,NA,"mission","Sacred Heart Church","Worcester","MA","4/5/1891","4/19/1891",2573,0,0,"",NA,NA,1200,1375,"Paulist","",NA,NA,NA,600,"Worcester MA",1891,0,-71.8022934,42.2625932
4,167,NA,"mission","St. Anne's Church","Baltimore","MD","4/5/1891","4/12/1891",1300,4,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Baltimore MD",1891,4,-76.6121893,39.2903848
4,169,NA,"mission","St. Louis' Church","Webster","MA","4/5/1891","4/19/1891",1665,0,0,"",NA,NA,790,875,"Paulist","",NA,NA,NA,99,"Webster MA",1891,0,-71.8800628,42.050091
4,170,NA,"mission","Church of the Sacred Heart","Mt. Vernon","NY","4/12/1891","4/21/1891",1050,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Mt. Vernon NY",1891,0,-73.8370786,40.9125992
4,172,NA,"mission","Immaculate Conception Church","Birmingham","CT","4/26/1891","5/10/1891",2801,0,0,"",NA,NA,1201,1610,"Paulist","",NA,NA,900,NA,"Birmingham CT",1891,0,-83.2113192,42.5467012
4,173,NA,"mission","St. Charles' Church","Adams","MA","4/26/1891","5/10/1891",1622,2,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Adams MA",1891,2,-73.1174344,42.6242251
4,174,NA,"mission","Holy Cross Church","Lynchburg","VA","4/26/1891","5/5/1891",700,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Lynchburg VA",1891,1,-79.1422464,37.4137536
4,175,NA,"mission","St. Cecilia's Church","Coatesville","PA","5/10/1891","5/17/1891",625,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Coatesville PA",1891,0,-75.8238355,39.9831616
4,176,NA,"renewal","St. Michael's Cathedral","Springfield","MA","5/10/1891","5/17/1891",1400,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Springfield MA",1891,0,-72.589811,42.1014831
4,177,NA,"mission","St. Leo's Church","Leominster","MA","5/17/1891","5/24/1891",1260,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Leominster MA",1891,0,-71.759794,42.5250906
4,178,NA,"renewal","St. John's Church","Canton","MA","5/17/1891","5/24/1891",1400,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,500,NA,"Canton MA",1891,0,-71.1447732,42.1584324
4,179,NA,"mission","St. Thomas's Church","West Farms","NY","5/17/1891","5/24/1891",493,0,0,"",390,103,NA,NA,"Paulist","",NA,NA,NA,NA,"West Farms NY",1891,0,-73.8816001,40.8430609
4,180,NA,"mission","Sacred Heart Church","Valesburg","NJ","5/31/1891","6/7/1891",265,1,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Valesburg NJ",1891,1,-74.2179355,40.7400351
4,181,NA,"retreat","Church of the Assumption","Ansonia","CT","8/16/1891","8/20/1891",400,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Ansonia CT",1891,0,-73.0789969,41.3462078
4,185,NA,"mission","St. Michael's Church","Westerly","CT","9/6/1891","9/13/1891",980,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,450,NA,"Westerly CT",1891,0,-71.8272871,41.3775987
4,186,NA,"mission","Holy Cross Church","Ovid","NY","9/6/1891","9/16/1891",993,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Ovid NY",1891,0,-76.8230111,42.6764593
4,187,NA,"mission","","Lyons","NY","9/6/1891","9/20/1891",795,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Lyons NY",1891,3,-76.9902456,43.0642305
4,189,NA,"mission","","Sodus Point","NY","9/21/1891","9/24/1891",NA,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Sodus Point NY",1891,0,-76.9891355,43.2717322
4,191,NA,"mission","St. Catherine's Church","Norwood","MA","9/13/1891","9/20/1891",1110,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Norwood MA",1891,0,-71.1989695,42.1943909
4,192,NA,"mission","","Bayonne","NJ","9/6/1891","9/13/1891",640,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Bayonne NJ",1891,0,-74.1143091,40.6687141
4,193,NA,"mission","","Greenfield","MA","9/6/1891","9/13/1891",962,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Greenfield MA",1891,0,-72.5994104,42.587915
4,194,NA,"mission","","South Deerfield","MA","9/13/1891","9/17/1891",300,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"South Deerfield MA",1891,0,-72.6078667,42.4773097
4,195,NA,"mission","","Dover","NH","9/20/1891","10/4/1891",2705,0,0,"",NA,NA,1095,1610,"Paulist","",NA,NA,1275,NA,"Dover NH",1891,0,-70.8736698,43.1978624
4,197,NA,"mission","St. Mary's Church","Biddeford","ME","9/27/1891","10/11/1891",1821,0,0,"",NA,211,707,903,"Paulist","",NA,NA,NA,NA,"Biddeford ME",1891,0,-70.4533844,43.4925843
4,198,NA,"mission","Holy Family Church","Auburn","NY","9/27/1891","10/11/1891",3480,5,0,"",NA,NA,1800,1680,"Paulist","",NA,NA,NA,NA,"Auburn NY",1891,5,-76.5660529,42.9317335
4,200,NA,"mission","St. Mary's Church","Cambridgeport","MA","10/11/1891","10/25/1891",5165,0,0,"",NA,NA,2440,2725,"Paulist","",NA,NA,3200,300,"Cambridgeport MA",1891,0,-71.1077157,42.3595761
4,203,NA,"mission","St. Patrick's Church","Denver","CO","10/18/1891","10/25/1891",755,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,136,40,"Denver CO",1891,0,-104.9847179,39.737567
4,205,NA,"mission","St. Matthew's Church","Brooklyn","NY","10/18/1891","11/1/1891",1500,0,0,"",NA,120,730,650,"Paulist","",NA,NA,NA,NA,"Brooklyn NY",1891,0,-73.95,40.65
4,207,NA,"mission","St. Joseph's Church","Denver","CO","11/1/1891","11/8/1891",750,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,200,NA,"Denver CO",1891,3,-104.9847179,39.737567
4,209,NA,"mission","St. Peter Claver's Church","Baltimore","MD","11/1/1891","11/8/1891",270,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Baltimore MD",1891,0,-76.6121893,39.2903848
4,210,NA,"mission","Corpus Christi Church","Baltimore","MD","11/8/1891","11/22/1891",1400,0,0,"",NA,90,410,800,"Paulist","",NA,NA,NA,NA,"Baltimore MD",1891,0,-76.6121893,39.2903848
4,211,NA,"mission","Immaculate Conception Church","Marlboro","MA","11/8/1891","11/22/1891",3770,3,0,"",NA,NA,1580,2190,"Paulist","",NA,NA,2100,NA,"Marlboro MA",1891,3,-71.5522874,42.3459271
4,212,NA,"mission","St. Francis's Cathedral","Vincennes","IN","11/15/1891","11/24/1891",1018,7,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,200,NA,"Vincennes IN",1891,7,-87.5286325,38.677269
4,213,NA,"mission","St. Colman's Church","Turtle Creek","PA","11/29/1891","12/6/1891",640,3,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Turtle Creek PA",1891,3,-79.8250479,40.4059022
4,214,NA,"mission","St. Cecilia's Church","Boston","MA","11/22/1891","11/29/1891",2600,0,0,"",NA,NA,NA,NA,"Paulist","",NA,NA,NA,NA,"Boston MA",1891,0,-71.0597732,42.3584308
